"ISO3","word","n","total","tf","idf","tf_idf","ISO2","Country"
"RUS","abandon",1,1326,0.000754147812971342,2.62880082944807,0.00198250439626551,"RU","Russian Federation (the)"
"RUS","abandoned",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","absurd",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","acceleration",1,1326,0.000754147812971342,2.62880082944807,0.00198250439626551,"RU","Russian Federation (the)"
"RUS","acceptable",1,1326,0.000754147812971342,2.78295150927533,0.00209875679432529,"RU","Russian Federation (the)"
"RUS","accepted",1,1326,0.000754147812971342,2.32341917989689,0.00175220149313491,"RU","Russian Federation (the)"
"RUS","access",1,1326,0.000754147812971342,0.652737642222069,0.000492260665325844,"RU","Russian Federation (the)"
"RUS","achieve",1,1326,0.000754147812971342,0.455673803690911,0.000343645402481833,"RU","Russian Federation (the)"
"RUS","achievement",1,1326,0.000754147812971342,1.48366852514507,0.00111890537341257,"RU","Russian Federation (the)"
"RUS","achieving",1,1326,0.000754147812971342,0.911149332373736,0.000687141276299952,"RU","Russian Federation (the)"
"RUS","act",1,1326,0.000754147812971342,0.937124818776997,0.000706730632561838,"RU","Russian Federation (the)"
"RUS","actively",1,1326,0.000754147812971342,1.20741514851691,0.000910569493602495,"RU","Russian Federation (the)"
"RUS","actual",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","addition",1,1326,0.000754147812971342,1.46119566929301,0.00110195751832052,"RU","Russian Federation (the)"
"RUS","africa",1,1326,0.000754147812971342,0.746069582014288,0.000562646743600519,"RU","Russian Federation (the)"
"RUS","agenda",1,1326,0.000754147812971342,0.355203273327276,0.000267875771740027,"RU","Russian Federation (the)"
"RUS","aggression",1,1326,0.000754147812971342,1.24250646832818,0.000937033535692443,"RU","Russian Federation (the)"
"RUS","aggressive",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","agreed",1,1326,0.000754147812971342,1.43921676257423,0.00108538217388705,"RU","Russian Federation (the)"
"RUS","aims",1,1326,0.000754147812971342,2.08980432871538,0.00157602136403875,"RU","Russian Federation (the)"
"RUS","ale",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","alia",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","alliance's",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","alliances",1,1326,0.000754147812971342,2.78295150927533,0.00209875679432529,"RU","Russian Federation (the)"
"RUS","allusory",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","ambassadors",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","america",1,1326,0.000754147812971342,1.60429651293368,0.00120987670658649,"RU","Russian Federation (the)"
"RUS","analysts",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","ander",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","ankara",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","annually",1,1326,0.000754147812971342,2.62880082944807,0.00198250439626551,"RU","Russian Federation (the)"
"RUS","antonio",1,1326,0.000754147812971342,1.24250646832818,0.000937033535692443,"RU","Russian Federation (the)"
"RUS","anybody's",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","anymore",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","aokus",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","appalities",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","apparently",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","arab",1,1326,0.000754147812971342,1.972021293059,0.00148719554529336,"RU","Russian Federation (the)"
"RUS","architect",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","archives",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","armenia",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","arms",1,1326,0.000754147812971342,1.50665804336977,0.00113624286830299,"RU","Russian Federation (the)"
"RUS","army",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","arrowpiece",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","associations",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","astonishing",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","autocracies",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","awaiting",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","aware",1,1326,0.000754147812971342,1.53018854077996,0.00115398834146302,"RU","Russian Federation (the)"
"RUS","azerbaijan",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","bags",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","baku",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","balkans",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","ballast",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","baltics",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","bank",1,1326,0.000754147812971342,1.77135059759685,0.00133586017918314,"RU","Russian Federation (the)"
"RUS","basic",1,1326,0.000754147812971342,1.39665714815544,0.00105328593375222,"RU","Russian Federation (the)"
"RUS","basis",1,1326,0.000754147812971342,1.22480689122878,0.000923685438332412,"RU","Russian Federation (the)"
"RUS","belgrade",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","believers",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","believes",1,1326,0.000754147812971342,1.90056232907685,0.00143330492388903,"RU","Russian Federation (the)"
"RUS","belt",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","benefit",1,1326,0.000754147812971342,1.336032526339,0.00100756600779714,"RU","Russian Federation (the)"
"RUS","benefits",1,1326,0.000754147812971342,1.6569402464191,0.00124957786306116,"RU","Russian Federation (the)"
"RUS","bent",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","bereft",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","binding",1,1326,0.000754147812971342,2.08980432871538,0.00157602136403875,"RU","Russian Federation (the)"
"RUS","blockade",1,1326,0.000754147812971342,2.27212588550934,0.00171351876735244,"RU","Russian Federation (the)"
"RUS","bloody",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","blossoming",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","bolladie",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","borders",1,1326,0.000754147812971342,1.04835045388722,0.000790611202026562,"RU","Russian Federation (the)"
"RUS","borrell",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","brakes",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","bringing",1,1326,0.000754147812971342,1.74149763444717,0.0013133466323131,"RU","Russian Federation (the)"
"RUS","brink",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","broad",1,1326,0.000754147812971342,2.49526943682355,0.00188180198855471,"RU","Russian Federation (the)"
"RUS","brought",1,1326,0.000754147812971342,1.43921676257423,0.00108538217388705,"RU","Russian Federation (the)"
"RUS","burner",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","burnings",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","calling",1,1326,0.000754147812971342,1.972021293059,0.00148719554529336,"RU","Russian Federation (the)"
"RUS","calls",1,1326,0.000754147812971342,1.20741514851691,0.000910569493602495,"RU","Russian Federation (the)"
"RUS","capitals",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","card",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","carefully",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","carried",1,1326,0.000754147812971342,2.32341917989689,0.00175220149313491,"RU","Russian Federation (the)"
"RUS","celac",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","centeredness",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","central",1,1326,0.000754147812971342,1.22480689122878,0.000923685438332412,"RU","Russian Federation (the)"
"RUS","centred",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","cessation",1,1326,0.000754147812971342,2.70290880160179,0.00203839276138898,"RU","Russian Federation (the)"
"RUS","challenges",1,1326,0.000754147812971342,0.186453794078865,0.000140613721024785,"RU","Russian Federation (the)"
"RUS","chance",1,1326,0.000754147812971342,2.08980432871538,0.00157602136403875,"RU","Russian Federation (the)"
"RUS","change",1,1326,0.000754147812971342,0.086074608771243,6.49129779571968e-05,"RU","Russian Federation (the)"
"RUS","characterisation",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","characterized",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","circumvent",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","cis",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","citizens",1,1326,0.000754147812971342,0.950370045527018,0.000716719491347675,"RU","Russian Federation (the)"
"RUS","civilized",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","clergy",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","climate",1,1326,0.000754147812971342,0.0917084264894989,6.91617092680987e-05,"RU","Russian Federation (the)"
"RUS","closer",1,1326,0.000754147812971342,2.22333572133991,0.00167672377174955,"RU","Russian Federation (the)"
"RUS","coalition",1,1326,0.000754147812971342,2.55980795796112,0.00193047357312302,"RU","Russian Federation (the)"
"RUS","coercive",1,1326,0.000754147812971342,2.49526943682355,0.00188180198855471,"RU","Russian Federation (the)"
"RUS","collaborators",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","colleagues",1,1326,0.000754147812971342,2.27212588550934,0.00171351876735244,"RU","Russian Federation (the)"
"RUS","combat",1,1326,0.000754147812971342,1.26052497383086,0.0009506221522103,"RU","Russian Federation (the)"
"RUS","commonplace",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","compare",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","completion",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","complicates",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","compromise",1,1326,0.000754147812971342,2.04898233419513,0.00154523554615017,"RU","Russian Federation (the)"
"RUS","conclude",1,1326,0.000754147812971342,1.46119566929301,0.00110195751832052,"RU","Russian Federation (the)"
"RUS","conclusions",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","concrete",1,1326,0.000754147812971342,1.46119566929301,0.00110195751832052,"RU","Russian Federation (the)"
"RUS","conference",1,1326,0.000754147812971342,1.03375165446607,0.000779601549371093,"RU","Russian Federation (the)"
"RUS","consensus",1,1326,0.000754147812971342,1.29756624551121,0.000978556746237712,"RU","Russian Federation (the)"
"RUS","constructive",1,1326,0.000754147812971342,1.50665804336977,0.00113624286830299,"RU","Russian Federation (the)"
"RUS","continent",1,1326,0.000754147812971342,1.10897507570366,0.000836331127981641,"RU","Russian Federation (the)"
"RUS","continue",1,1326,0.000754147812971342,0.21161235371502,0.0001595869937519,"RU","Russian Federation (the)"
"RUS","continued",1,1326,0.000754147812971342,1.29756624551121,0.000978556746237712,"RU","Russian Federation (the)"
"RUS","continuing",1,1326,0.000754147812971342,1.68433922060722,0.00127024073952279,"RU","Russian Federation (the)"
"RUS","contracts",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","contribution",1,1326,0.000754147812971342,1.3166144404819,0.000992921900815913,"RU","Russian Federation (the)"
"RUS","coordinating",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","cornerstone",1,1326,0.000754147812971342,2.37748640116716,0.00179297616980932,"RU","Russian Federation (the)"
"RUS","corporation",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","cost",1,1326,0.000754147812971342,1.39665714815544,0.00105328593375222,"RU","Russian Federation (the)"
"RUS","create",1,1326,0.000754147812971342,0.801950040408745,0.000604788869086534,"RU","Russian Federation (the)"
"RUS","crimes",1,1326,0.000754147812971342,1.48366852514507,0.00111890537341257,"RU","Russian Federation (the)"
"RUS","crisis",1,1326,0.000754147812971342,0.370018359112417,0.000279048536283874,"RU","Russian Federation (the)"
"RUS","crossroads",1,1326,0.000754147812971342,2.78295150927533,0.00209875679432529,"RU","Russian Federation (the)"
"RUS","crystal",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","csto",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","cuban",1,1326,0.000754147812971342,2.70290880160179,0.00203839276138898,"RU","Russian Federation (the)"
"RUS","culture",1,1326,0.000754147812971342,1.60429651293368,0.00120987670658649,"RU","Russian Federation (the)"
"RUS","damascus",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","day",1,1326,0.000754147812971342,0.937124818776997,0.000706730632561838,"RU","Russian Federation (the)"
"RUS","decades",1,1326,0.000754147812971342,0.837041360220014,0.000631252911176481,"RU","Russian Federation (the)"
"RUS","deception",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","decided",1,1326,0.000754147812971342,1.83387095457818,0.0013830097696668,"RU","Russian Federation (the)"
"RUS","decision",1,1326,0.000754147812971342,0.950370045527018,0.000716719491347675,"RU","Russian Federation (the)"
"RUS","decisive",1,1326,0.000754147812971342,2.08980432871538,0.00157602136403875,"RU","Russian Federation (the)"
"RUS","declaration",1,1326,0.000754147812971342,1.01936291701397,0.000768750314490173,"RU","Russian Federation (the)"
"RUS","declare",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","decolonisation",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","deem",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","deeming",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","defeat",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","defeating",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","defence",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","defending",1,1326,0.000754147812971342,2.13236394313418,0.00160811760417359,"RU","Russian Federation (the)"
"RUS","democracies",1,1326,0.000754147812971342,2.62880082944807,0.00198250439626551,"RU","Russian Federation (the)"
"RUS","democracy",1,1326,0.000754147812971342,0.825206902573012,0.000622327980824292,"RU","Russian Federation (the)"
"RUS","democratisation",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","demonstrates",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","demonstration",1,1326,0.000754147812971342,3.18841661738349,0.00240453741884125,"RU","Russian Federation (the)"
"RUS","depend",1,1326,0.000754147812971342,2.49526943682355,0.00188180198855471,"RU","Russian Federation (the)"
"RUS","dependent",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","designing",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","desire",1,1326,0.000754147812971342,2.13236394313418,0.00160811760417359,"RU","Russian Federation (the)"
"RUS","deteriorating",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","detriment",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","dictate",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","diplomacy",1,1326,0.000754147812971342,1.43921676257423,0.00108538217388705,"RU","Russian Federation (the)"
"RUS","diplomats",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","discussed",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","disdain",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","displaying",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","disproportionate",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","disputes",1,1326,0.000754147812971342,1.86666077740117,0.00140773814283648,"RU","Russian Federation (the)"
"RUS","distribution",1,1326,0.000754147812971342,2.00976162104185,0.00151565733110245,"RU","Russian Federation (the)"
"RUS","diversity",1,1326,0.000754147812971342,1.3166144404819,0.000992921900815913,"RU","Russian Federation (the)"
"RUS","doctrine",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","dogma",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","donbass",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","downward",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","drafted",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","drop",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","eastern",1,1326,0.000754147812971342,2.00976162104185,0.00151565733110245,"RU","Russian Federation (the)"
"RUS","economy",1,1326,0.000754147812971342,0.682890680392756,0.000515000513116709,"RU","Russian Federation (the)"
"RUS","egregious",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","elections",1,1326,0.000754147812971342,1.50665804336977,0.00113624286830299,"RU","Russian Federation (the)"
"RUS","empire",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","enemy",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","energy",1,1326,0.000754147812971342,0.472067613466587,0.000356008758270428,"RU","Russian Federation (the)"
"RUS","engaged",1,1326,0.000754147812971342,1.972021293059,0.00148719554529336,"RU","Russian Federation (the)"
"RUS","enlightened",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","ensure",1,1326,0.000754147812971342,0.423671072604737,0.000319510612824085,"RU","Russian Federation (the)"
"RUS","eradicating",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","establish",1,1326,0.000754147812971342,1.41771055735327,0.00106916331625435,"RU","Russian Federation (the)"
"RUS","estad",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","eurasia",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","european",1,1326,0.000754147812971342,1.27887411249905,0.000964460115006828,"RU","Russian Federation (the)"
"RUS","europeans",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","evstates",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","excellency",1,1326,0.000754147812971342,0.0475023339850033,3.58237812858245e-05,"RU","Russian Federation (the)"
"RUS","excellent",1,1326,0.000754147812971342,1.71251009757391,0.00129148574477671,"RU","Russian Federation (the)"
"RUS","exception",1,1326,0.000754147812971342,3.18841661738349,0.00240453741884125,"RU","Russian Federation (the)"
"RUS","excessive",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","exciting",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","exercises",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","exert",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","existing",1,1326,0.000754147812971342,1.3760378609527,0.00103773594340324,"RU","Russian Federation (the)"
"RUS","expand",1,1326,0.000754147812971342,2.55980795796112,0.00193047357312302,"RU","Russian Federation (the)"
"RUS","expanded",1,1326,0.000754147812971342,2.70290880160179,0.00203839276138898,"RU","Russian Federation (the)"
"RUS","expansionism",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","experiencing",1,1326,0.000754147812971342,1.93565364888812,0.00145976896597898,"RU","Russian Federation (the)"
"RUS","experiment",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","explosive",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","export",1,1326,0.000754147812971342,2.17681570570501,0.0016416408036991,"RU","Russian Federation (the)"
"RUS","extending",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","extreme",1,1326,0.000754147812971342,1.35583515363518,0.00102250011586364,"RU","Russian Federation (the)"
"RUS","eyes",1,1326,0.000754147812971342,1.90056232907685,0.00143330492388903,"RU","Russian Federation (the)"
"RUS","failed",1,1326,0.000754147812971342,2.27212588550934,0.00171351876735244,"RU","Russian Federation (the)"
"RUS","family",1,1326,0.000754147812971342,1.48366852514507,0.00111890537341257,"RU","Russian Federation (the)"
"RUS","fascism",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","favor",1,1326,0.000754147812971342,2.70290880160179,0.00203839276138898,"RU","Russian Federation (the)"
"RUS","feelings",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","feet",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","final",1,1326,0.000754147812971342,2.32341917989689,0.00175220149313491,"RU","Russian Federation (the)"
"RUS","finance",1,1326,0.000754147812971342,1.03375165446607,0.000779601549371093,"RU","Russian Federation (the)"
"RUS","finances",1,1326,0.000754147812971342,3.18841661738349,0.00240453741884125,"RU","Russian Federation (the)"
"RUS","fledged",1,1326,0.000754147812971342,3.18841661738349,0.00240453741884125,"RU","Russian Federation (the)"
"RUS","floodgates",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","floor",1,1326,0.000754147812971342,1.3166144404819,0.000992921900815913,"RU","Russian Federation (the)"
"RUS","followers",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","food",1,1326,0.000754147812971342,0.455673803690911,0.000343645402481833,"RU","Russian Federation (the)"
"RUS","footing",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","foreign",1,1326,0.000754147812971342,0.779221789331188,0.000587648408243732,"RU","Russian Federation (the)"
"RUS","foremost",1,1326,0.000754147812971342,2.17681570570501,0.0016416408036991,"RU","Russian Federation (the)"
"RUS","form",1,1326,0.000754147812971342,1.8021222562636,0.00135906655826818,"RU","Russian Federation (the)"
"RUS","format",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","formation",1,1326,0.000754147812971342,3.18841661738349,0.00240453741884125,"RU","Russian Federation (the)"
"RUS","formations",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","forming",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","forms",1,1326,0.000754147812971342,1.77135059759685,0.00133586017918314,"RU","Russian Federation (the)"
"RUS","foster",1,1326,0.000754147812971342,1.90056232907685,0.00143330492388903,"RU","Russian Federation (the)"
"RUS","found",1,1326,0.000754147812971342,2.08980432871538,0.00157602136403875,"RU","Russian Federation (the)"
"RUS","foundations",1,1326,0.000754147812971342,2.37748640116716,0.00179297616980932,"RU","Russian Federation (the)"
"RUS","founded",1,1326,0.000754147812971342,2.08980432871538,0.00157602136403875,"RU","Russian Federation (the)"
"RUS","fragmentation",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","free",1,1326,0.000754147812971342,0.756998652546478,0.00057088887824018,"RU","Russian Federation (the)"
"RUS","fuel",1,1326,0.000754147812971342,2.22333572133991,0.00167672377174955,"RU","Russian Federation (the)"
"RUS","fulfill",1,1326,0.000754147812971342,1.68433922060722,0.00127024073952279,"RU","Russian Federation (the)"
"RUS","g77",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","ga",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","gcc",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","gentlemen",1,1326,0.000754147812971342,0.497173534597663,0.00037494233378406,"RU","Russian Federation (the)"
"RUS","geopolitical",1,1326,0.000754147812971342,1.06316553967236,0.000801783966570409,"RU","Russian Federation (the)"
"RUS","ghastly",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","glorification",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","goga",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","governance",1,1326,0.000754147812971342,0.81351086280982,0.000613507438016456,"RU","Russian Federation (the)"
