"ISO3","word","n","total","tf","idf","tf_idf","ISO2","Country"
"RUS","criteria",2,1326,0.00150829562594268,2.86996288626496,0.00432875246797128,"RU","Russian Federation (the)"
"RUS","cuba",2,1326,0.00150829562594268,1.55428609235902,0.00234432291456866,"RU","Russian Federation (the)"
"RUS","dangerous",2,1326,0.00150829562594268,1.86666077740117,0.00281547628567296,"RU","Russian Federation (the)"
"RUS","democratic",2,1326,0.00150829562594268,0.885831524389446,0.00133609581355874,"RU","Russian Federation (the)"
"RUS","destroyed",2,1326,0.00150829562594268,2.08980432871538,0.0031520427280775,"RU","Russian Federation (the)"
"RUS","develop",2,1326,0.00150829562594268,1.55428609235902,0.00234432291456866,"RU","Russian Federation (the)"
"RUS","developing",2,1326,0.00150829562594268,0.514267967956963,0.000775668126631921,"RU","Russian Federation (the)"
"RUS","dialogue",2,1326,0.00150829562594268,0.604419064951261,0.000911642631902354,"RU","Russian Federation (the)"
"RUS","direct",2,1326,0.00150829562594268,1.60429651293368,0.00241975341317297,"RU","Russian Federation (the)"
"RUS","divide",2,1326,0.00150829562594268,2.13236394313418,0.00321623520834718,"RU","Russian Federation (the)"
"RUS","domestic",2,1326,0.00150829562594268,1.63027199933694,0.00245893212569675,"RU","Russian Federation (the)"
"RUS","dominance",2,1326,0.00150829562594268,3.47609868983527,0.00524298444922364,"RU","Russian Federation (the)"
"RUS","domination",2,1326,0.00150829562594268,2.62880082944807,0.00396500879253103,"RU","Russian Federation (the)"
"RUS","draw",2,1326,0.00150829562594268,2.13236394313418,0.00321623520834718,"RU","Russian Federation (the)"
"RUS","east",2,1326,0.00150829562594268,1.09347088916769,0.00164927735922729,"RU","Russian Federation (the)"
"RUS","efforts",2,1326,0.00150829562594268,0.21161235371502,0.000319173987503801,"RU","Russian Federation (the)"
"RUS","entire",2,1326,0.00150829562594268,0.950370045527018,0.00143343898269535,"RU","Russian Federation (the)"
"RUS","equal",2,1326,0.00150829562594268,1.20741514851691,0.00182113898720499,"RU","Russian Federation (the)"
"RUS","established",2,1326,0.00150829562594268,1.27887411249905,0.00192892023001366,"RU","Russian Federation (the)"
"RUS","events",2,1326,0.00150829562594268,1.35583515363518,0.00204500023172727,"RU","Russian Federation (the)"
"RUS","expanding",2,1326,0.00150829562594268,2.49526943682355,0.00376360397710942,"RU","Russian Federation (the)"
"RUS","fail",2,1326,0.00150829562594268,2.17681570570501,0.00328328160739821,"RU","Russian Federation (the)"
"RUS","fairer",2,1326,0.00150829562594268,2.78295150927533,0.00419751358865057,"RU","Russian Federation (the)"
"RUS","february",2,1326,0.00150829562594268,2.62880082944807,0.00396500879253103,"RU","Russian Federation (the)"
"RUS","financial",2,1326,0.00150829562594268,0.423671072604737,0.00063902122564817,"RU","Russian Federation (the)"
"RUS","force",2,1326,0.00150829562594268,0.950370045527018,0.00143343898269535,"RU","Russian Federation (the)"
"RUS","friends",2,1326,0.00150829562594268,1.26052497383086,0.0019012443044206,"RU","Russian Federation (the)"
"RUS","front",2,1326,0.00150829562594268,1.57897870494939,0.00238156667413181,"RU","Russian Federation (the)"
"RUS","g20",2,1326,0.00150829562594268,1.90056232907685,0.00286660984777806,"RU","Russian Federation (the)"
"RUS","garden",2,1326,0.00150829562594268,4.57471097850338,0.00690001655882863,"RU","Russian Federation (the)"
"RUS","genuine",2,1326,0.00150829562594268,1.74149763444717,0.00262669326462619,"RU","Russian Federation (the)"
"RUS","germany",2,1326,0.00150829562594268,3.07063358172711,0.00463142320019172,"RU","Russian Federation (the)"
"RUS","guarantees",2,1326,0.00150829562594268,2.78295150927533,0.00419751358865057,"RU","Russian Federation (the)"
"RUS","history",2,1326,0.00150829562594268,0.724563376793324,0.00109285577193563,"RU","Russian Federation (the)"
"RUS","idea",2,1326,0.00150829562594268,2.43464481500711,0.00367216412519926,"RU","Russian Federation (the)"
"RUS","ideas",2,1326,0.00150829562594268,1.972021293059,0.00297439109058673,"RU","Russian Federation (the)"
"RUS","illegal",2,1326,0.00150829562594268,1.50665804336977,0.00227248573660598,"RU","Russian Federation (the)"
"RUS","increasing",2,1326,0.00150829562594268,1.03375165446607,0.00155920309874219,"RU","Russian Federation (the)"
"RUS","israeli",2,1326,0.00150829562594268,2.17681570570501,0.00328328160739821,"RU","Russian Federation (the)"
"RUS","japan",2,1326,0.00150829562594268,2.70290880160179,0.00407678552277797,"RU","Russian Federation (the)"
"RUS","level",2,1326,0.00150829562594268,0.514267967956963,0.000775668126631921,"RU","Russian Federation (the)"
"RUS","lies",2,1326,0.00150829562594268,1.68433922060722,0.00254048147904558,"RU","Russian Federation (the)"
"RUS","lifting",2,1326,0.00150829562594268,2.43464481500711,0.00367216412519926,"RU","Russian Federation (the)"
"RUS","line",2,1326,0.00150829562594268,1.04835045388722,0.00158122240405312,"RU","Russian Federation (the)"
"RUS","live",2,1326,0.00150829562594268,0.873409004390889,0.00131735898098173,"RU","Russian Federation (the)"
"RUS","maintain",2,1326,0.00150829562594268,1.71251009757391,0.00258297148955342,"RU","Russian Federation (the)"
"RUS","mass",2,1326,0.00150829562594268,1.57897870494939,0.00238156667413181,"RU","Russian Federation (the)"
"RUS","methods",2,1326,0.00150829562594268,3.07063358172711,0.00463142320019172,"RU","Russian Federation (the)"
"RUS","natural",2,1326,0.00150829562594268,0.735258665910072,0.00110898742972862,"RU","Russian Federation (the)"
"RUS","negotiate",2,1326,0.00150829562594268,3.18841661738349,0.00480907483768249,"RU","Russian Federation (the)"
"RUS","negotiations",2,1326,0.00150829562594268,1.20741514851691,0.00182113898720499,"RU","Russian Federation (the)"
"RUS","ongoing",2,1326,0.00150829562594268,1.39665714815544,0.00210657186750443,"RU","Russian Federation (the)"
"RUS","openly",2,1326,0.00150829562594268,3.07063358172711,0.00463142320019172,"RU","Russian Federation (the)"
"RUS","operation",2,1326,0.00150829562594268,2.62880082944807,0.00396500879253103,"RU","Russian Federation (the)"
"RUS","organisation",2,1326,0.00150829562594268,2.22333572133991,0.0033534475434991,"RU","Russian Federation (the)"
"RUS","palestinian",2,1326,0.00150829562594268,1.27887411249905,0.00192892023001366,"RU","Russian Federation (the)"
"RUS","paper",2,1326,0.00150829562594268,3.88156379794344,0.00585454569825556,"RU","Russian Federation (the)"
"RUS","partnership",2,1326,0.00150829562594268,1.09347088916769,0.00164927735922729,"RU","Russian Federation (the)"
"RUS","play",2,1326,0.00150829562594268,1.29756624551121,0.00195711349247542,"RU","Russian Federation (the)"
"RUS","positive",2,1326,0.00150829562594268,1.53018854077996,0.00230797668292603,"RU","Russian Federation (the)"
"RUS","principles",2,1326,0.00150829562594268,0.522926030700078,0.000788727044796498,"RU","Russian Federation (the)"
"RUS","processes",2,1326,0.00150829562594268,1.63027199933694,0.00245893212569675,"RU","Russian Federation (the)"
"RUS","quote",2,1326,0.00150829562594268,1.90056232907685,0.00286660984777806,"RU","Russian Federation (the)"
"RUS","reach",2,1326,0.00150829562594268,1.336032526339,0.00201513201559427,"RU","Russian Federation (the)"
"RUS","recall",2,1326,0.00150829562594268,1.93565364888812,0.00291953793195796,"RU","Russian Federation (the)"
"RUS","recent",2,1326,0.00150829562594268,0.724563376793324,0.00109285577193563,"RU","Russian Federation (the)"
"RUS","reform",2,1326,0.00150829562594268,0.505684224265572,0.000762721303567982,"RU","Russian Federation (the)"
"RUS","regions",2,1326,0.00150829562594268,1.22480689122878,0.00184737087666482,"RU","Russian Federation (the)"
"RUS","rejected",2,1326,0.00150829562594268,3.47609868983527,0.00524298444922364,"RU","Russian Federation (the)"
"RUS","remain",2,1326,0.00150829562594268,0.724563376793324,0.00109285577193563,"RU","Russian Federation (the)"
"RUS","resolution",2,1326,0.00150829562594268,0.801950040408745,0.00120957773817307,"RU","Russian Federation (the)"
"RUS","resolutions",2,1326,0.00150829562594268,1.43921676257423,0.00217076434777411,"RU","Russian Federation (the)"
"RUS","resolved",2,1326,0.00150829562594268,2.37748640116716,0.00358595233961865,"RU","Russian Federation (the)"
"RUS","responsibility",2,1326,0.00150829562594268,0.576510276834184,0.000869547928860007,"RU","Russian Federation (the)"
"RUS","result",2,1326,0.00150829562594268,1.04835045388722,0.00158122240405312,"RU","Russian Federation (the)"
"RUS","rule",2,1326,0.00150829562594268,1.09347088916769,0.00164927735922729,"RU","Russian Federation (the)"
"RUS","sanctions",2,1326,0.00150829562594268,1.53018854077996,0.00230797668292603,"RU","Russian Federation (the)"
"RUS","scale",2,1326,0.00150829562594268,1.0782034170369,0.00162624949779322,"RU","Russian Federation (the)"
"RUS","serbian",2,1326,0.00150829562594268,4.57471097850338,0.00690001655882863,"RU","Russian Federation (the)"
"RUS","services",2,1326,0.00150829562594268,1.336032526339,0.00201513201559427,"RU","Russian Federation (the)"
"RUS","settlement",2,1326,0.00150829562594268,2.00976162104185,0.0030313146622049,"RU","Russian Federation (the)"
"RUS","shanghai",2,1326,0.00150829562594268,3.88156379794344,0.00585454569825556,"RU","Russian Federation (the)"
"RUS","solely",2,1326,0.00150829562594268,3.65842024662923,0.00551797925585102,"RU","Russian Federation (the)"
"RUS","sovereign",2,1326,0.00150829562594268,1.00517828202201,0.00151610600606638,"RU","Russian Federation (the)"
"RUS","special",2,1326,0.00150829562594268,1.17351359684123,0.00177000542509989,"RU","Russian Federation (the)"
"RUS","sphere",2,1326,0.00150829562594268,2.96527306606928,0.00447250839527795,"RU","Russian Federation (the)"
"RUS","sponsor",2,1326,0.00150829562594268,2.78295150927533,0.00419751358865057,"RU","Russian Federation (the)"
"RUS","status",2,1326,0.00150829562594268,1.43921676257423,0.00217076434777411,"RU","Russian Federation (the)"
"RUS","strategic",2,1326,0.00150829562594268,1.27887411249905,0.00192892023001366,"RU","Russian Federation (the)"
"RUS","strengthen",2,1326,0.00150829562594268,0.861138911799075,0.00129885205399559,"RU","Russian Federation (the)"
"RUS","struggle",2,1326,0.00150829562594268,1.8021222562636,0.00271813311653635,"RU","Russian Federation (the)"
"RUS","summit",2,1326,0.00150829562594268,0.522926030700078,0.000788727044796498,"RU","Russian Federation (the)"
"RUS","support",2,1326,0.00150829562594268,0.120363682249875,0.000181544015459842,"RU","Russian Federation (the)"
"RUS","syria",2,1326,0.00150829562594268,1.8021222562636,0.00271813311653635,"RU","Russian Federation (the)"
"RUS","terrorism",2,1326,0.00150829562594268,0.963793065859158,0.00145368486554926,"RU","Russian Federation (the)"
"RUS","threat",2,1326,0.00150829562594268,0.703509967595492,0.00106110100693136,"RU","Russian Federation (the)"
"RUS","trade",2,1326,0.00150829562594268,1.03375165446607,0.00155920309874219,"RU","Russian Federation (the)"
"RUS","traditions",2,1326,0.00150829562594268,2.78295150927533,0.00419751358865057,"RU","Russian Federation (the)"
"RUS","trends",2,1326,0.00150829562594268,2.70290880160179,0.00407678552277797,"RU","Russian Federation (the)"
"RUS","undermine",2,1326,0.00150829562594268,2.17681570570501,0.00328328160739821,"RU","Russian Federation (the)"
"RUS","unilateral",2,1326,0.00150829562594268,1.55428609235902,0.00234432291456866,"RU","Russian Federation (the)"
"RUS","unkept",2,1326,0.00150829562594268,5.26785815906333,0.0079454874194017,"RU","Russian Federation (the)"
"RUS","unprecedented",2,1326,0.00150829562594268,1.3166144404819,0.00198584380163183,"RU","Russian Federation (the)"
"RUS","urge",2,1326,0.00150829562594268,1.3760378609527,0.00207547188680649,"RU","Russian Federation (the)"
"RUS","ussr",2,1326,0.00150829562594268,5.26785815906333,0.0079454874194017,"RU","Russian Federation (the)"
"RUS","west's",2,1326,0.00150829562594268,5.26785815906333,0.0079454874194017,"RU","Russian Federation (the)"
"UKR","architecture",2,677,0.00295420974889217,1.06316553967236,0.0031408140019863,"UA","Ukraine"
"UKR","based",2,677,0.00295420974889217,0.472067613466587,0.00139458674583925,"UA","Ukraine"
"UKR","behalf",2,677,0.00295420974889217,0.277425572284592,0.000819573330235131,"UA","Ukraine"
"UKR","called",2,677,0.00295420974889217,0.898410306596307,0.00265409248625201,"UA","Ukraine"
"UKR","chance",2,677,0.00295420974889217,2.08980432871538,0.00617372032116804,"UA","Ukraine"
"UKR","court",2,677,0.00295420974889217,1.57897870494939,0.00466463428345463,"UA","Ukraine"
"UKR","decided",2,677,0.00295420974889217,1.83387095457818,0.00541763945222506,"UA","Ukraine"
"UKR","deported",2,677,0.00295420974889217,3.88156379794344,0.0114669536128314,"UA","Ukraine"
"UKR","destruction",2,677,0.00295420974889217,1.336032526339,0.00394692031414772,"UA","Ukraine"
"UKR","disarmament",2,677,0.00295420974889217,2.27212588550934,0.00671233644168194,"UA","Ukraine"
"UKR","drones",2,677,0.00295420974889217,4.16924587039522,0.01231682679585,"UA","Ukraine"
"UKR","efforts",2,677,0.00295420974889217,0.21161235371502,0.000625147278330931,"UA","Ukraine"
"UKR","empty",2,677,0.00295420974889217,3.32194801000801,0.00981373119647863,"UA","Ukraine"
"UKR","europe",2,677,0.00295420974889217,1.10897507570366,0.00327614497992218,"UA","Ukraine"
"UKR","evil",2,677,0.00295420974889217,3.18841661738349,0.00941925145460411,"UA","Ukraine"
"UKR","excellency",2,677,0.00295420974889217,0.0475023339850033,0.000140331858153629,"UA","Ukraine"
"UKR","families",2,677,0.00295420974889217,1.63027199933694,0.00481616543378713,"UA","Ukraine"
"UKR","fellow",2,677,0.00295420974889217,1.90056232907685,0.00561465976093605,"UA","Ukraine"
"UKR","gentlemen",2,677,0.00295420974889217,0.497173534597663,0.0014687549027996,"UA","Ukraine"
"UKR","god",2,677,0.00295420974889217,1.8021222562636,0.00532384713814949,"UA","Ukraine"
"UKR","hall",2,677,0.00295420974889217,1.90056232907685,0.00561465976093605,"UA","Ukraine"
"UKR","happen",2,677,0.00295420974889217,2.00976162104185,0.00593725737383116,"UA","Ukraine"
"UKR","history",2,677,0.00295420974889217,0.724563376793324,0.00214051219141307,"UA","Ukraine"
"UKR","home",2,677,0.00295420974889217,1.43921676257423,0.00425174819076583,"UA","Ukraine"
"UKR","humanity",2,677,0.00295420974889217,0.604419064951261,0.00178558069409531,"UA","Ukraine"
"UKR","impact",2,677,0.00295420974889217,0.790521344585122,0.00233536586288071,"UA","Ukraine"
"UKR","indonesia",2,677,0.00295420974889217,3.65842024662923,0.0108077407581366,"UA","Ukraine"
"UKR","initiative",2,677,0.00295420974889217,0.746069582014288,0.00220404603253852,"UA","Ukraine"
"UKR","ladies",2,677,0.00295420974889217,0.505684224265572,0.00149389726518633,"UA","Ukraine"
"UKR","launched",2,677,0.00295420974889217,1.3760378609527,0.0040651044636712,"UA","Ukraine"
"UKR","market",2,677,0.00295420974889217,1.93565364888812,0.005718326880024,"UA","Ukraine"
"UKR","modern",2,677,0.00295420974889217,1.77135059759685,0.00523294120412658,"UA","Ukraine"
"UKR","moscow",2,677,0.00295420974889217,3.65842024662923,0.0108077407581366,"UA","Ukraine"
"UKR","natural",2,677,0.00295420974889217,0.735258665910072,0.00217210831878899,"UA","Ukraine"
"UKR","outcomes",2,677,0.00295420974889217,2.17681570570501,0.00643077017933534,"UA","Ukraine"
"UKR","plant",2,677,0.00295420974889217,2.86996288626496,0.00847847233756265,"UA","Ukraine"
"UKR","plants",2,677,0.00295420974889217,3.07063358172711,0.00907129566241391,"UA","Ukraine"
"UKR","play",2,677,0.00295420974889217,1.29756624551121,0.00383328285232262,"UA","Ukraine"
"UKR","policy",2,677,0.00295420974889217,0.735258665910072,0.00217210831878899,"UA","Ukraine"
"UKR","political",2,677,0.00295420974889217,0.263911853117869,0.000779650969329007,"UA","Ukraine"
"UKR","ports",2,677,0.00295420974889217,3.07063358172711,0.00907129566241391,"UA","Ukraine"
"UKR","powers",2,677,0.00295420974889217,1.43921676257423,0.00425174819076583,"UA","Ukraine"
"UKR","pressure",2,677,0.00295420974889217,2.04898233419513,0.00605312358698708,"UA","Ukraine"
"UKR","protocol",2,677,0.00295420974889217,0.31909826868516,0.000942683216204313,"UA","Ukraine"
"UKR","request",2,677,0.00295420974889217,0.340604473906123,0.00100621705732976,"UA","Ukraine"
"UKR","ruins",2,677,0.00295420974889217,3.88156379794344,0.0114669536128314,"UA","Ukraine"
"UKR","rules",2,677,0.00295420974889217,1.0782034170369,0.00318523904589927,"UA","Ukraine"
"UKR","russian",2,677,0.00295420974889217,1.46119566929301,0.00431667849126443,"UA","Ukraine"
"UKR","scale",2,677,0.00295420974889217,1.0782034170369,0.00318523904589927,"UA","Ukraine"
"UKR","scary",2,677,0.00295420974889217,4.57471097850338,0.0135146557710587,"UA","Ukraine"
"UKR","stop",2,677,0.00295420974889217,1.27887411249905,0.00377806237075053,"UA","Ukraine"
"UKR","strategy",2,677,0.00295420974889217,1.35583515363518,0.00400542142875977,"UA","Ukraine"
"UKR","summit",2,677,0.00295420974889217,0.522926030700078,0.00154483317784366,"UA","Ukraine"
"UKR","supported",2,677,0.00295420974889217,1.55428609235902,0.00459168712661454,"UA","Ukraine"
"UKR","sword",2,677,0.00295420974889217,5.26785815906333,0.015562357929286,"UA","Ukraine"
"UKR","syria",2,677,0.00295420974889217,1.8021222562636,0.00532384713814949,"UA","Ukraine"
"UKR","taught",2,677,0.00295420974889217,3.07063358172711,0.00907129566241391,"UA","Ukraine"
"UKR","tens",2,677,0.00295420974889217,2.96527306606928,0.00876003859990925,"UA","Ukraine"
"UKR","territory",2,677,0.00295420974889217,1.3760378609527,0.0040651044636712,"UA","Ukraine"
"UKR","weaponize",2,677,0.00295420974889217,4.57471097850338,0.0135146557710587,"UA","Ukraine"
"UKR","weaponized",2,677,0.00295420974889217,3.65842024662923,0.0108077407581366,"UA","Ukraine"
"ZAF","accelerated",2,1054,0.00189753320683112,2.43464481500711,0.0046198193833152,"ZA","South Africa"
"ZAF","action",2,1054,0.00189753320683112,0.312031101462067,0.000592089376588363,"ZA","South Africa"
"ZAF","advance",2,1054,0.00189753320683112,1.6569402464191,0.00314409913931519,"ZA","South Africa"
"ZAF","africans",2,1054,0.00189753320683112,2.37748640116716,0.00451135939500411,"ZA","South Africa"
"ZAF","ago",2,1054,0.00189753320683112,0.746069582014288,0.00141569180647872,"ZA","South Africa"
"ZAF","alongside",2,1054,0.00189753320683112,2.27212588550934,0.00431143431785453,"ZA","South Africa"
"ZAF","applied",2,1054,0.00189753320683112,2.78295150927533,0.00528074290185072,"ZA","South Africa"
"ZAF","attention",2,1054,0.00189753320683112,0.84901755126673,0.00161103899671106,"ZA","South Africa"
"ZAF","based",2,1054,0.00189753320683112,0.472067613466587,0.000895763972422366,"ZA","South Africa"
"ZAF","bearing",2,1054,0.00189753320683112,2.49526943682355,0.00473485661636347,"ZA","South Africa"
"ZAF","beneath",2,1054,0.00189753320683112,5.26785815906333,0.00999593578569891,"ZA","South Africa"
"ZAF","billion",2,1054,0.00189753320683112,0.885831524389446,0.00168089473318681,"ZA","South Africa"
"ZAF","called",2,1054,0.00189753320683112,0.898410306596307,0.00170476339012582,"ZA","South Africa"
"ZAF","capacity",2,1054,0.00189753320683112,0.885831524389446,0.00168089473318681,"ZA","South Africa"
"ZAF","caused",2,1054,0.00189753320683112,1.26052497383086,0.00239188799588398,"ZA","South Africa"
"ZAF","central",2,1054,0.00189753320683112,1.22480689122878,0.0023241117480622,"ZA","South Africa"
"ZAF","challenge",2,1054,0.00189753320683112,0.873409004390889,0.00165732258897702,"ZA","South Africa"
"ZAF","charter",2,1054,0.00189753320683112,0.463837114330072,0.000880146327002033,"ZA","South Africa"
"ZAF","children",2,1054,0.00189753320683112,1.03375165446607,0.00196157809196598,"ZA","South Africa"
"ZAF","commitment",2,1054,0.00189753320683112,0.370018359112417,0.000702122123552973,"ZA","South Africa"
"ZAF","common",2,1054,0.00189753320683112,0.514267967956963,0.0009758405464079,"ZA","South Africa"
"ZAF","concern",2,1054,0.00189753320683112,1.22480689122878,0.0023241117480622,"ZA","South Africa"
"ZAF","confront",2,1054,0.00189753320683112,2.00976162104185,0.00381358941374164,"ZA","South Africa"
"ZAF","confronted",2,1054,0.00189753320683112,2.70290880160179,0.00512885920607551,"ZA","South Africa"
"ZAF","cooperation",2,1054,0.00189753320683112,0.312031101462067,0.000592089376588363,"ZA","South Africa"
"ZAF","country",2,1054,0.00189753320683112,0.114566564565549,0.000217393860655691,"ZA","South Africa"
"ZAF","create",2,1054,0.00189753320683112,0.801950040408745,0.00152172683189515,"ZA","South Africa"
"ZAF","creating",2,1054,0.00189753320683112,1.41771055735327,0.00269015286025288,"ZA","South Africa"
"ZAF","cuba",2,1054,0.00189753320683112,1.55428609235902,0.00294930947316702,"ZA","South Africa"
"ZAF","debt",2,1054,0.00189753320683112,1.00517828202201,0.00190735916892223,"ZA","South Africa"
"ZAF","declared",2,1054,0.00189753320683112,2.22333572133991,0.00421885336117629,"ZA","South Africa"
"ZAF","define",2,1054,0.00189753320683112,2.70290880160179,0.00512885920607551,"ZA","South Africa"
"ZAF","democracy",2,1054,0.00189753320683112,0.825206902573012,0.00156585750013854,"ZA","South Africa"
"ZAF","desire",2,1054,0.00189753320683112,2.13236394313418,0.00404623139114645,"ZA","South Africa"
"ZAF","determined",2,1054,0.00189753320683112,1.3760378609527,0.00261107753501461,"ZA","South Africa"
"ZAF","developing",2,1054,0.00189753320683112,0.514267967956963,0.0009758405464079,"ZA","South Africa"
"ZAF","developmental",2,1054,0.00189753320683112,2.70290880160179,0.00512885920607551,"ZA","South Africa"
"ZAF","dialogue",2,1054,0.00189753320683112,0.604419064951261,0.00114690524658683,"ZA","South Africa"
"ZAF","dignity",2,1054,0.00189753320683112,1.27887411249905,0.00242670609582363,"ZA","South Africa"
"ZAF","economy",2,1054,0.00189753320683112,0.682890680392756,0.00129580774268075,"ZA","South Africa"
"ZAF","education",2,1054,0.00189753320683112,0.837041360220014,0.00158831377650857,"ZA","South Africa"
"ZAF","embargo",2,1054,0.00189753320683112,1.83387095457818,0.00347983103335518,"ZA","South Africa"
"ZAF","enable",2,1054,0.00189753320683112,1.63027199933694,0.00309349525490881,"ZA","South Africa"
"ZAF","enormous",2,1054,0.00189753320683112,2.04898233419513,0.00388801201934559,"ZA","South Africa"
"ZAF","ensuring",2,1054,0.00189753320683112,1.10897507570366,0.00210431703169574,"ZA","South Africa"
"ZAF","equal",2,1054,0.00189753320683112,1.20741514851691,0.00229111033874176,"ZA","South Africa"
"ZAF","equality",2,1054,0.00189753320683112,0.885831524389446,0.00168089473318681,"ZA","South Africa"
"ZAF","escort",2,1054,0.00189753320683112,0.347877233235203,0.000660108601964333,"ZA","South Africa"
"ZAF","exchanged",2,1054,0.00189753320683112,4.16924587039522,0.00791128248651844,"ZA","South Africa"
"ZAF","expand",2,1054,0.00189753320683112,2.55980795796112,0.00485732060334178,"ZA","South Africa"
"ZAF","exploitation",2,1054,0.00189753320683112,2.13236394313418,0.00404623139114645,"ZA","South Africa"
"ZAF","faster",2,1054,0.00189753320683112,2.62880082944807,0.0049882368680229,"ZA","South Africa"
"ZAF","fundamental",2,1054,0.00189753320683112,0.950370045527018,0.00180335872016512,"ZA","South Africa"
"ZAF","fundamentally",2,1054,0.00189753320683112,3.07063358172711,0.00582662918733797,"ZA","South Africa"
"ZAF","gender",2,1054,0.00189753320683112,1.336032526339,0.00253516608413473,"ZA","South Africa"
"ZAF","generations",2,1054,0.00189753320683112,0.873409004390889,0.00165732258897702,"ZA","South Africa"
"ZAF","held",2,1054,0.00189753320683112,1.06316553967236,0.00201739191588684,"ZA","South Africa"
"ZAF","including",2,1054,0.00189753320683112,0.370018359112417,0.000702122123552973,"ZA","South Africa"
"ZAF","increasingly",2,1054,0.00189753320683112,1.50665804336977,0.00285893366863333,"ZA","South Africa"
"ZAF","infrastructure",2,1054,0.00189753320683112,0.991192040047273,0.00188081981033638,"ZA","South Africa"
"ZAF","initiative",2,1054,0.00189753320683112,0.746069582014288,0.00141569180647872,"ZA","South Africa"
"ZAF","innovation",2,1054,0.00189753320683112,1.53018854077996,0.00290358356884243,"ZA","South Africa"
"ZAF","integrity",2,1054,0.00189753320683112,0.885831524389446,0.00168089473318681,"ZA","South Africa"
"ZAF","issues",2,1054,0.00189753320683112,0.703509967595492,0.00133493352484913,"ZA","South Africa"
"ZAF","land",2,1054,0.00189753320683112,1.22480689122878,0.0023241117480622,"ZA","South Africa"
"ZAF","leaders",2,1054,0.00189753320683112,0.735258665910072,0.00139517773417471,"ZA","South Africa"
"ZAF","life",2,1054,0.00189753320683112,0.567377793270912,0.00107661820355012,"ZA","South Africa"
"ZAF","mapposa",2,1054,0.00189753320683112,5.26785815906333,0.00999593578569891,"ZA","South Africa"
"ZAF","matamela",2,1054,0.00189753320683112,5.26785815906333,0.00999593578569891,"ZA","South Africa"
"ZAF","matter",2,1054,0.00189753320683112,1.15698429489002,0.0021954161193359,"ZA","South Africa"
"ZAF","mineral",2,1054,0.00189753320683112,3.07063358172711,0.00582662918733797,"ZA","South Africa"
"ZAF","money",2,1054,0.00189753320683112,2.13236394313418,0.00404623139114645,"ZA","South Africa"
"ZAF","overcome",2,1054,0.00189753320683112,1.3166144404819,0.00249831962140778,"ZA","South Africa"
"ZAF","participation",2,1054,0.00189753320683112,1.17351359684123,0.00222678101867406,"ZA","South Africa"
"ZAF","parties",2,1054,0.00189753320683112,1.14072377401824,0.00216456124102132,"ZA","South Africa"
"ZAF","pay",2,1054,0.00189753320683112,1.6569402464191,0.00314409913931519,"ZA","South Africa"
"ZAF","position",2,1054,0.00189753320683112,1.19032071515761,0.00225867308379053,"ZA","South Africa"
"ZAF","predictable",2,1054,0.00189753320683112,3.07063358172711,0.00582662918733797,"ZA","South Africa"
"ZAF","prevent",2,1054,0.00189753320683112,1.22480689122878,0.0023241117480622,"ZA","South Africa"
"ZAF","principle",2,1054,0.00189753320683112,1.0782034170369,0.0020459267875463,"ZA","South Africa"
"ZAF","prisoners",2,1054,0.00189753320683112,3.65842024662923,0.00694197390252225,"ZA","South Africa"
"ZAF","promote",2,1054,0.00189753320683112,0.81351086280982,0.00154366387629947,"ZA","South Africa"
"ZAF","prosperity",2,1054,0.00189753320683112,0.340604473906123,0.000646308299632113,"ZA","South Africa"
"ZAF","protocol",2,1054,0.00189753320683112,0.31909826868516,0.00060549956107241,"ZA","South Africa"
"ZAF","provide",2,1054,0.00189753320683112,0.735258665910072,0.00139517773417471,"ZA","South Africa"
"ZAF","ram",2,1054,0.00189753320683112,5.26785815906333,0.00999593578569891,"ZA","South Africa"
"ZAF","ready",2,1054,0.00189753320683112,1.41771055735327,0.00269015286025288,"ZA","South Africa"
"ZAF","realization",2,1054,0.00189753320683112,2.27212588550934,0.00431143431785453,"ZA","South Africa"
"ZAF","reform",2,1054,0.00189753320683112,0.505684224265572,0.000959552607714558,"ZA","South Africa"
"ZAF","regain",2,1054,0.00189753320683112,2.49526943682355,0.00473485661636347,"ZA","South Africa"
"ZAF","remain",2,1054,0.00189753320683112,0.724563376793324,0.00137488306791902,"ZA","South Africa"
"ZAF","request",2,1054,0.00189753320683112,0.340604473906123,0.000646308299632113,"ZA","South Africa"
"ZAF","require",2,1054,0.00189753320683112,1.48366852514507,0.00281531029439292,"ZA","South Africa"
"ZAF","resolution",2,1054,0.00189753320683112,0.801950040408745,0.00152172683189515,"ZA","South Africa"
"ZAF","returned",2,1054,0.00189753320683112,2.86996288626496,0.00544584987906064,"ZA","South Africa"
"ZAF","siril",2,1054,0.00189753320683112,5.26785815906333,0.00999593578569891,"ZA","South Africa"
"ZAF","social",2,1054,0.00189753320683112,0.472067613466587,0.000895763972422366,"ZA","South Africa"
"ZAF","soil",2,1054,0.00189753320683112,2.96527306606928,0.00562670411018839,"ZA","South Africa"
"ZAF","sudan",2,1054,0.00189753320683112,1.77135059759685,0.00336119657988017,"ZA","South Africa"
"ZAF","supported",2,1054,0.00189753320683112,1.55428609235902,0.00294930947316702,"ZA","South Africa"
"ZAF","system",2,1054,0.00189753320683112,0.408045754701656,0.000774280369452858,"ZA","South Africa"
